date,pincode,district,latitude,longitude,disease_type,symptoms,reported_cases
2026-08-10,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-08-10,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-11,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-08-11,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-11,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-11,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-11,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-11,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-08-11,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",0
2026-08-11,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-12,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-08-12,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-12,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-12,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-12,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-12,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",8
2026-08-12,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",5
2026-08-12,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-13,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-13,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-13,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-13,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-13,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-13,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",6
2026-08-13,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-13,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-14,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",5
2026-08-14,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-14,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-08-14,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-14,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-14,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",0
2026-08-14,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-14,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-15,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-08-15,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-15,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-15,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-15,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",8
2026-08-15,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",5
2026-08-15,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",6
2026-08-15,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",2
2026-08-16,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-08-16,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-16,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-16,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-16,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-16,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",5
2026-08-16,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",5
2026-08-16,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-17,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-17,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-17,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-17,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-17,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-17,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-08-17,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",0
2026-08-17,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-18,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-18,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-18,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-18,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-18,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-18,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-08-18,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-18,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-19,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-19,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-19,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-19,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-19,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-19,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",5
2026-08-19,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",5
2026-08-19,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",2
2026-08-20,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-20,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-20,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-08-20,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-20,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-20,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",1
2026-08-20,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-20,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-21,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-21,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-21,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-21,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",0
2026-08-21,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-21,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",5
2026-08-21,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-21,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",3
2026-08-22,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-08-22,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-08-22,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-22,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-22,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-22,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-08-22,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-22,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-23,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-08-23,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-23,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-23,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-23,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-23,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-08-23,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-08-23,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-24,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-24,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-24,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",9
2026-08-24,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-24,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-24,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",4
2026-08-24,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-24,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-25,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-25,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-25,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-25,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-25,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-25,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",4
2026-08-25,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-08-25,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-26,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-26,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-26,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-26,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-26,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",8
2026-08-26,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-08-26,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-08-26,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-27,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-27,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-27,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-27,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-27,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-27,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",4
2026-08-27,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-27,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-28,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-28,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-28,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-28,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",10
2026-08-28,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-28,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",10
2026-08-28,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-08-28,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",2
2026-08-29,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-29,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-29,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-29,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-29,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-29,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-08-29,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-08-29,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-30,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-08-30,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-30,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-08-30,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-30,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-30,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",10
2026-08-30,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-08-30,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-31,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",6
2026-08-31,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-31,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-31,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-31,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-31,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",16
2026-08-31,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",6
2026-08-31,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-09-01,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-09-01,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-01,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-01,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-01,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-09-01,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",16
2026-09-01,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-09-01,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-09-02,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-09-02,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-02,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-09-02,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-02,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-02,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",18
2026-09-02,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-09-02,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-09-03,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-09-03,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-03,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-03,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-03,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-09-03,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",20
2026-09-03,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-09-03,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-09-04,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-09-04,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-04,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-04,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-04,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-09-04,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",16
2026-09-04,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",5
2026-09-04,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",4
2026-09-05,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-09-05,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-09-05,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-05,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-05,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-05,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",16
2026-09-05,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-09-05,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-09-06,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-09-06,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-06,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-09-06,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-06,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-09-06,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",16
2026-09-06,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-09-06,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-09-07,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-09-07,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-07,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-07,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-07,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-09-07,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",27
2026-09-07,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-09-07,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-09-08,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-09-08,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-09-08,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-08,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-08,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
